				Contrast 24h vs zero			
hpcR	67.90494104	84.47474164	51.33514043	0.607698105	-0.718573301	0.004716053	0.017242946
flhB	65.33093466	50.25479178	80.40707755	1.599988274	0.678061332	0.004727148	0.017268887
aat	123.7422289	148.377542	99.10691578	0.667937441	-0.582215108	0.004756481	0.017361358
hslJ	381.288191	438.1577682	324.4186139	0.740415068	-0.433593839	0.004871951	0.017767809
ribF	943.8880547	811.648317	1076.127792	1.32585477	0.406922755	0.004969227	0.018107276
t1187	2631.760599	2297.00748	2966.513718	1.291468898	0.369012899	0.004989322	0.01816517
nfi	391.7484313	326.1196279	457.3772347	1.402483002	0.487983285	0.005014707	0.018242212
t0338	138.8319912	113.9601172	163.7038652	1.436501376	0.522559375	0.005031173	0.018286706
mglC	423.5310775	354.0388764	493.0232787	1.392568194	0.477747978	0.005065617	0.018396411
t0937	1023.907006	852.5271295	1195.286883	1.402051433	0.487539274	0.005143028	0.018661843
t3512	136.5420308	111.0789512	162.0051105	1.458468132	0.544453864	0.005193879	0.018798967
yjaH	713.908478	593.2508046	834.5661514	1.406767837	0.492384256	0.005189444	0.018798967
yadH	290.3247183	249.0450183	331.6044182	1.33150392	0.413056676	0.005190063	0.018798967
erfK	554.0918697	628.415608	479.7681313	0.76345674	-0.389381684	0.00527105	0.019062307
t4288	164.5547716	136.8361653	192.2733779	1.405135678	0.490709442	0.005395875	0.019497398
purU	1580.671798	1808.401074	1352.942522	0.748142954	-0.41861413	0.005406435	0.019519219
t1306	57.82794325	74.74088274	40.91500375	0.547424679	-0.869267619	0.005418182	0.019545286
rseA	25610.31887	20984.25259	30236.38516	1.440908369	0.526978593	0.005427615	0.019562973
hisD	214.7322558	180.0532954	249.4112161	1.385207727	0.47010234	0.005437309	0.019581567
sspA	2934.603295	3366.128682	2503.077908	0.743607314	-0.427387135	0.005519354	0.019860475
wza	94.89597053	75.62938614	114.1625549	1.509499954	0.594070713	0.005537606	0.019909559
wcaE	148.1180598	121.3884335	174.8476861	1.440398242	0.526467744	0.005557976	0.019966174
t4274	120.4471456	143.2183502	97.67594103	0.682007165	-0.552141198	0.005585363	0.020047879
t3894	124.3826161	104.1315704	144.6336619	1.388951125	0.473995834	0.005621506	0.020160848
udk	212.6359098	252.8497511	172.4220684	0.68191512	-0.55233592	0.005656556	0.020269717
t1802	686.2432607	788.494281	583.9922405	0.740642329	-0.433151091	0.005672855	0.020311268
tolC	4625.8858	5432.88111	3818.890489	0.702921785	-0.508563927	0.005724	0.02047741
t1410	128.4423149	153.096022	103.7886079	0.677931448	-0.560788699	0.005763426	0.020601384
t0564	722.6027045	615.8583139	829.3470951	1.34665243	0.42937754	0.005783806	0.020657135
rbsA	595.3926404	482.7787487	708.0065322	1.466523815	0.552400499	0.005802491	0.020706742
ybiP	405.1011784	344.6229062	465.5794506	1.350982312	0.434008786	0.005807708	0.020708244
pagP	518.8995557	604.6017463	433.1973652	0.716500354	-0.480960678	0.005818092	0.020711064
t4320	13.92441617	7.442042539	20.40678979	2.74209529	1.455278707	0.005816124	0.020711064
sodC	264.5027744	305.3367012	223.6688476	0.732531814	-0.449036678	0.005830986	0.020739867
t3353	51.90100245	66.90258298	36.89942193	0.551539571	-0.858463697	0.0058603	0.020826976
mntH	445.6172936	384.0070733	507.2275139	1.320880653	0.401500119	0.00593181	0.02106378
ppdB	51.63684001	65.24755584	38.02612417	0.58279768	-0.77893296	0.005944811	0.021092598
t1126	460.249449	393.1370619	527.3618361	1.341419793	0.423760795	0.0060174	0.021332623
fadR	2564.274055	2949.152344	2179.395766	0.738990568	-0.436372144	0.006051948	0.021437498
rpsE	3395.876754	2865.311337	3926.44217	1.37033701	0.454530742	0.006064751	0.021465242
lipA	939.2708903	1062.488691	816.0530894	0.768058141	-0.380712569	0.006075679	0.021486309
dsbG	204.1360926	236.3649256	171.9072595	0.727295977	-0.459385498	0.006101602	0.021560325
yacA	625.7869153	728.9803693	522.5934613	0.716882763	-0.480190891	0.006116004	0.021593546
hypD	228.942644	198.2527481	259.63254	1.309603738	0.389130345	0.006148062	0.021688997
t2892	468.7696647	401.3568746	536.1824549	1.335924432	0.417838403	0.006209821	0.021875047
pntA	1855.700707	1614.070874	2097.330541	1.299404242	0.37785032	0.006210933	0.021875047
trpB	345.1847218	297.5252356	392.844208	1.320372731	0.400945249	0.006265244	0.02204835
t2659	169.7374855	197.2458454	142.2291256	0.721075394	-0.471777983	0.006322302	0.022231025
t3218	1657.188555	1426.132681	1888.244429	1.324031385	0.404937321	0.006345026	0.022256559
t2502	68.70944946	85.05530168	52.36359724	0.615641779	-0.699836955	0.006340442	0.022256559
t3578	1725.914723	1511.131005	1940.69844	1.284268825	0.360947221	0.006337517	0.022256559
t4255	75.03197831	91.6439272	58.42002941	0.637467546	-0.649576199	0.006397258	0.02242156
t3407	163.707986	114.3384829	213.0774891	1.863567574	0.898067133	0.006421344	0.022487723
lepB	948.1127268	827.1381736	1069.08728	1.292513529	0.370179382	0.006441368	0.022539569
t1859	687.5610979	596.1871007	778.9350951	1.306527924	0.385737959	0.006480256	0.022657284
yohC	379.5767754	274.3268352	484.8267155	1.767332442	0.821573442	0.006503913	0.022703232
t1013	86.87882262	103.3332116	70.42443368	0.681527581	-0.553156052	0.006498955	0.022703232
folC	478.4225694	410.5210418	546.3240969	1.330806564	0.412300887	0.006545668	0.022830528
fabZ	1458.167055	1659.940478	1256.393631	0.756890773	-0.401842976	0.006598584	0.022996517
t1443	205.0509513	236.2036698	173.8982327	0.736221553	-0.441788109	0.006605582	0.023002342
t0031	92.42055093	74.4799136	110.3611883	1.481757737	0.567309591	0.006625414	0.023052811
t3252	272.5811007	315.7122463	229.4499551	0.726769258	-0.460430698	0.006639879	0.023065966
t4499	17.72311644	25.99146082	9.454772053	0.36376455	-1.45892314	0.006638148	0.023065966
ybfE	105.4087435	126.864447	83.95303999	0.66175388	-0.595633347	0.006689206	0.023218643
fcl	17.43301559	10.88198286	23.98404831	2.204014526	1.140133732	0.006737813	0.023368576
phnA	382.8102566	438.7839784	326.8365347	0.74486889	-0.424941587	0.006756842	0.023415766
glnL	313.5837805	272.4562411	354.7113198	1.30190198	0.380620833	0.00676599	0.023428666
caiF	242.4153338	280.1848424	204.6458253	0.730395776	-0.453249673	0.006793837	0.023487422
ndh	626.5949123	502.2741456	750.915679	1.495031519	0.580175901	0.006792953	0.023487422
yafD	2082.410132	2460.598281	1704.221983	0.69260472	-0.529895876	0.006813493	0.023508638
t4121	475.4263614	540.3230616	410.5296612	0.759785562	-0.396335797	0.006816307	0.023508638
hutG	323.6069117	278.362539	368.8512844	1.325075155	0.406074188	0.006811121	0.023508638
yaiE	569.638356	653.456997	485.819715	0.743460881	-0.427671261	0.0068267	0.023522584
btuR	526.8400011	606.1755945	447.5044078	0.738242205	-0.437833876	0.006831246	0.023522584
ygbK	89.27915149	68.54589832	110.0124047	1.604945115	0.682523962	0.006840588	0.023535982
deoR	377.5707403	432.7123222	322.4291584	0.745135144	-0.424425987	0.006853293	0.023560922
t3217	382.3175646	439.310564	325.3245651	0.740534355	-0.433361428	0.006861044	0.023568805
sfbB	93.42941489	74.809932	112.0488978	1.497781041	0.582826733	0.006913074	0.023709811
marB	523.413118	594.5968123	452.2294236	0.76056483	-0.394856867	0.006910674	0.023709811
bglA	633.6903553	562.9639384	704.4167721	1.251264467	0.323386749	0.006923234	0.023725815
pipB	3632.090775	4166.077432	3098.104117	0.743650152	-0.427304025	0.006951078	0.023802345
uxuA	31113.94867	23878.37453	38349.52281	1.606035736	0.683503995	0.00698742	0.023907829
t4285	81.94933888	101.3587941	62.5398837	0.617014875	-0.696622824	0.007037065	0.024058629
cyaA	137.4423918	111.1827578	163.7020258	1.472368819	0.558139103	0.007043536	0.024061699
parC	2853.135557	2480.763431	3225.507683	1.300207687	0.378742089	0.007058914	0.024095169
t0036	24.5474496	16.76888764	32.32601155	1.927737381	0.946908524	0.00713259	0.024327427
aegA	130.1241463	103.1014446	157.146848	1.524196373	0.608048788	0.00715734	0.024392577
t1531	518.4604011	595.0425481	441.8782541	0.742599425	-0.429343897	0.007181699	0.024456291
t2428	1300.841096	1484.42111	1117.261082	0.752657769	-0.409934069	0.007193802	0.024478201
miaE	319.8194918	364.73158	274.9074036	0.753725256	-0.407889358	0.007216453	0.024535942
ompR	1009.417426	872.3787193	1146.456133	1.314172512	0.394154671	0.007262519	0.02465374
t2845	244.3665175	280.2518771	208.4811579	0.743906375	-0.426807034	0.007259247	0.02465374
t1307	1079.845902	945.4227301	1214.269073	1.284366278	0.361056692	0.007290434	0.02472906
yacK	566.1422123	475.0968583	657.1875663	1.383270705	0.468083519	0.007302274	0.024749778
prgH	219.3168288	181.7844118	256.8492459	1.412933284	0.498693346	0.007319228	0.024768361
acrB	2073.506894	1821.945646	2325.068143	1.276145723	0.35179308	0.007318484	0.024768361
rpmA	736.0763411	827.1154817	645.0372005	0.779863531	-0.358706407	0.007372366	0.024928644
acrA	2075.389	1827.14352	2323.634481	1.271730686	0.346793184	0.007447806	0.025164026
frdA	1008.404451	880.2129901	1136.595913	1.291273732	0.368794864	0.007504687	0.025336387
t0584	142.0232565	119.1074854	164.9390275	1.38479145	0.469668723	0.007561193	0.025507213
ydeZ	323.571015	278.5909826	368.5510474	1.3229109	0.403715897	0.00763779	0.025745493
t4551	219.7064745	253.4590955	185.9538535	0.733664156	-0.446808292	0.007654615	0.02578208
spiA	10852.10913	9306.079097	12398.13917	1.332262389	0.413878249	0.007665448	0.025798444
t2074	4384.83159	3816.205705	4953.457474	1.298005888	0.376296928	0.007704013	0.025908043
opdB	3457.888073	2988.514368	3927.261778	1.314118419	0.394095287	0.007732103	0.025982272
t1677	744.38323	846.1371179	642.6293422	0.759486056	-0.396904618	0.007754066	0.026035815
trpR	318.5929103	367.5356618	269.6501587	0.733670734	-0.446795358	0.00782516	0.026254112
t1619	53.44349579	40.43713785	66.44985373	1.643287761	0.716585137	0.007895987	0.026454188
t4257	17.54763661	24.48250285	10.61277037	0.433483882	-1.205949745	0.007897047	0.026454188
t2002	820.5546559	931.6391519	709.4701598	0.761528923	-0.393029264	0.007961293	0.026648733
yiaR	28.14822113	20.88405138	35.41239088	1.695666719	0.761852638	0.007995039	0.026720262
lpxD	2089.157719	2368.101444	1810.213993	0.764415729	-0.38757063	0.007993763	0.026720262
t1188	1055.736956	904.7192456	1206.754666	1.333844363	0.415590339	0.008010543	0.026730699
yhjM	240.0969969	276.0658257	204.1281681	0.739418462	-0.43553703	0.008007651	0.026730699
rpmD	1408.425761	1199.901781	1616.949741	1.347568415	0.43035852	0.008030025	0.026775017
yffB	592.0906009	674.8825328	509.298669	0.754647875	-0.406124468	0.008101909	0.026993862
araD	163.5934564	137.8062717	189.3806412	1.374252702	0.458647316	0.008120244	0.02703409
t3871	198.6273447	164.4935858	232.7611035	1.41501629	0.500818661	0.008180611	0.027214082
yrfE	1527.649957	1731.557183	1323.742731	0.764481094	-0.387447271	0.008204444	0.027267246
yihT	82.90048581	67.05405419	98.74691744	1.472646489	0.55841115	0.008209222	0.027267246
yidR	426.1523997	371.5567315	480.7480678	1.293875274	0.371698552	0.008217013	0.027272146
sseB	48268.04276	39862.52711	56673.55841	1.421725177	0.507642615	0.008224996	0.027277673
livG	34.03106966	22.03480823	46.0273311	2.088846457	1.06270645	0.008245274	0.027323939
hisM	237.0014559	202.1626192	271.8402926	1.344661509	0.42724305	0.008384937	0.027765458
artJ	121.1767419	142.5588675	99.79461628	0.700023913	-0.514523889	0.008434468	0.02790807
t2843	96.64571874	76.38142892	116.9100086	1.53060777	0.614104628	0.008444993	0.027921501
rplI	678.4782234	769.1372489	587.8191979	0.764257873	-0.387868586	0.008502314	0.028089511
t1784	1196.521221	1361.131418	1031.911024	0.758127401	-0.399487785	0.008512237	0.028100795
rplX	3851.457824	4354.393636	3348.522013	0.768998463	-0.378947381	0.008519514	0.02810333
ybeZ	2996.105656	3436.658677	2555.552635	0.743615493	-0.427371267	0.00853878	0.028145384
t3144	312.8944291	272.5955351	353.1933232	1.295668042	0.373696138	0.00857324	0.028237415
t1237	57.62457111	77.28527973	37.96386249	0.491217249	-1.025566874	0.008644095	0.02842742
pilV	90.44438033	111.6010655	69.28769516	0.620851556	-0.68767973	0.008643002	0.02842742
pduL	15.09771898	8.953833936	21.24160403	2.37234733	1.246315247	0.008674196	0.0285047
yhfL	12.11108936	6.911804534	17.31037419	2.504465239	1.324502588	0.008723405	0.028644612
dfp	484.9685737	421.3820579	548.5550894	1.301799825	0.380507626	0.008794729	0.028856869
ybaX	365.5420707	417.6993706	313.3847708	0.750263929	-0.414529897	0.008811151	0.02885763
t3228	246.4696609	213.762754	279.1765678	1.306011279	0.385167357	0.008808254	0.02885763
t0925	310.4289142	267.2680231	353.5898053	1.322978339	0.403789441	0.00881501	0.02885763
t1120	59.99944756	73.92771385	46.07118127	0.62319229	-0.682250711	0.008822737	0.028861043
soxR	404.5498094	464.9793357	344.120283	0.740076508	-0.434253673	0.008863309	0.028971815
gppA	850.0306914	962.6437919	737.4175909	0.766033705	-0.384520223	0.008970386	0.029299641
t2453	149.2380228	173.2398066	125.236239	0.722906827	-0.468118379	0.009001263	0.029378271
t0815	4382.273261	5014.933657	3749.612866	0.747689426	-0.419488965	0.009042617	0.029464686
dam	261.5567279	300.0581626	223.0552932	0.743373522	-0.427840792	0.009048211	0.029464686
glnK	14.5274465	3.813770442	25.24112257	6.618416853	2.726486161	0.009047074	0.029464686
yajF	341.7797508	291.1105972	392.4489043	1.348109303	0.430937473	0.009074047	0.029526553
bcfA	76.86308104	61.012756	92.71340609	1.519574138	0.603667064	0.00909922	0.029541677
gpsA	1286.600697	1463.583681	1109.617712	0.758151192	-0.399442513	0.009090685	0.029541677
t1310	276.0778906	315.4065347	236.7492464	0.750616174	-0.413852717	0.009097953	0.029541677
purA	6467.178218	7439.485203	5494.871232	0.738609068	-0.43711712	0.009238919	0.029972693
aroL	463.1523574	521.7352581	404.5694567	0.775430547	-0.366930525	0.009286304	0.0301038
t2438	237.3837868	272.580171	202.1874026	0.741753892	-0.430987504	0.0092952	0.030110032
fpr	1682.184276	1384.369714	1979.998837	1.430252928	0.516270298	0.00930985	0.030112309
rpiA	1410.297602	1241.026632	1579.568573	1.272791842	0.347996494	0.009308732	0.030112309
smvA	1025.969098	900.4967424	1151.441454	1.278673647	0.354648096	0.009384048	0.030313892
t2079	69.49280833	55.0908291	83.89478756	1.52284489	0.606769003	0.009386214	0.030313892
yeiO	97.73563597	78.66000887	116.8112631	1.485014619	0.570477133	0.009435093	0.030448978
yafC	383.4419995	446.617366	320.266633	0.717093999	-0.47976585	0.009491536	0.030608255
grpE	3804.507493	4380.609718	3228.405268	0.736976238	-0.440309992	0.00952168	0.030666812
yrfF	1281.647775	1466.144421	1097.151128	0.748324048	-0.418264957	0.009523899	0.030666812
t3611	76.6228161	62.80754255	90.43808966	1.439924028	0.525992696	0.009532221	0.030670739
zwf	10323.18424	12315.63053	8330.737954	0.67643617	-0.563974289	0.00964391	0.031007
t1409	858.3573062	989.7273465	726.9872658	0.734532867	-0.445101048	0.009708597	0.031148868
t3735	858.3090845	972.2711868	744.3469821	0.765575482	-0.385383468	0.009709675	0.031148868
t1773	366.0835906	307.7644961	424.4026851	1.3789852	0.463606973	0.009707356	0.031148868
t0350	108.661996	88.49761007	128.826382	1.455704645	0.54171767	0.009751671	0.031260368
t0425	8199.064834	9460.279058	6937.85061	0.73336638	-0.447393965	0.009792519	0.031368026
ilvE	228.043728	194.6944084	261.3930475	1.342581174	0.425009318	0.009872258	0.031600008
vacJ	1528.797158	1731.121204	1326.473112	0.76625086	-0.384111307	0.009899833	0.0316648
rplF	4232.33521	3627.924642	4836.745779	1.333199075	0.414892222	0.010030271	0.032037936
nusA	1686.37371	1469.395405	1903.352016	1.295330045	0.373319738	0.010031332	0.032037936
t1499	341.074142	294.2415026	387.9067813	1.318327897	0.398709244	0.010080784	0.032159407
t3995	6321.466239	5531.949597	7110.982881	1.285438842	0.362260971	0.010084261	0.032159407
invF	198.0467485	168.281035	227.812462	1.35376195	0.436974073	0.010168583	0.032404384
t2694	299.9774176	356.4862251	243.4686101	0.682967792	-0.55011055	0.01020269	0.032489098
t2662	96.94434017	76.99072582	116.8979545	1.518338128	0.602493109	0.010260248	0.032646102
pgtB	640.8745075	724.4027722	557.3462428	0.769387231	-0.378218209	0.010267116	0.032646102
t2116	147.1106823	171.4964259	122.7249387	0.715612224	-0.482750063	0.010278684	0.032658835
rbsK	1164.092121	1334.143988	994.0402546	0.745077191	-0.424538197	0.010292305	0.032678069
t0699	193.2717985	224.3751312	162.1684659	0.722755971	-0.468419472	0.010300975	0.032681565
glnQ	843.1774315	955.1292727	731.2255902	0.765577615	-0.385379449	0.010313097	0.032696002
bcfF	42.52119112	31.41250499	53.62987726	1.707277955	0.771697956	0.010521052	0.033330815
t2696	3813.712435	4350.714167	3276.710703	0.75314318	-0.409003933	0.010623427	0.033630468
marA	1337.340532	1505.709825	1168.97124	0.776358911	-0.365204329	0.010733602	0.033954354
t2650	42.58327085	32.0285525	53.13798919	1.65908182	0.730385037	0.010784453	0.034090241
hslV	986.6033475	1134.354468	838.8522269	0.739497441	-0.435382939	0.01080595	0.034133207
cutA	579.2598576	653.6711204	504.8485947	0.772328131	-0.372714174	0.010819221	0.034150145
t1904	90.0896917	74.56114002	105.6182434	1.416532035	0.502363228	0.010850053	0.034222446
tyrA	440.4405572	383.3093815	497.5717329	1.298094325	0.37639522	0.010989339	0.034611208
tdh	1918.727613	1694.298854	2143.156372	1.264922281	0.339048746	0.010988691	0.034611208
t3619	16198.14416	12651.1031	19745.18522	1.560748107	0.642237716	0.011085073	0.034887278
t4579	1490.516348	1293.129471	1687.903225	1.30528556	0.384365462	0.011194634	0.03520643
aroF	756.2663246	676.6001066	835.9325425	1.235489818	0.305083121	0.011215018	0.035244868
pepT	554.1539584	487.2723194	621.0355974	1.27451442	0.349947696	0.011253121	0.035338893
t3868	3382.877539	2906.628881	3859.126197	1.327698291	0.408927343	0.011304381	0.035462444
t0561	202.1486918	234.4087057	169.8886779	0.724754131	-0.464436443	0.01130889	0.035462444
t1669	354.4970991	408.9298457	300.0643526	0.733779536	-0.446581423	0.011385108	0.035675542
dppF	126.7666421	107.6462268	145.8870574	1.355245433	0.438554146	0.011396256	0.035684578
hsdR	738.0397926	848.8076368	627.2719484	0.739003658	-0.43634659	0.011405723	0.035688342
pduM	14.33698131	7.090262944	21.58369968	3.044132475	1.606031143	0.011438775	0.035765843
t1145	406.9465093	479.2680094	334.6250091	0.698200177	-0.518287372	0.011492503	0.035907834
t1799	300.54571	351.7037856	249.3876344	0.709084305	-0.495970931	0.011552866	0.036070337
tctE	1179.687102	1355.310456	1004.063748	0.740836717	-0.432772493	0.011627585	0.036277393
t3087	883.5662004	1006.424159	760.7082421	0.755852526	-0.403823317	0.011718244	0.036533847
pyrG	2589.151754	2933.271382	2245.032127	0.765368026	-0.385774463	0.011738428	0.036570371
hflX	3711.504894	4236.822465	3186.187322	0.752022854	-0.411151589	0.011781806	0.036599883
t0722	8.313692815	4.669001386	11.95838424	2.561229534	1.356836551	0.011774486	0.036599883
pdxB	1407.723101	1247.075532	1568.37067	1.257638876	0.330717719	0.011773528	0.036599883
yfiH	876.1491399	984.7009874	767.5972924	0.779523228	-0.359336082	0.011756834	0.036599883
t2360	1254.764398	1429.457711	1080.071085	0.755580999	-0.404341673	0.011865971	0.03680838
yeiP	257.8249499	302.1489634	213.5009364	0.706608204	-0.501017595	0.011862479	0.03680838
rfbD	786.7883835	897.1964742	676.3802927	0.753882023	-0.407589326	0.011897877	0.036845028
dedA	211.4448778	181.5172216	241.372534	1.329750047	0.411155088	0.011889527	0.036845028
t1229	636.641721	718.331012	554.95243	0.772558084	-0.372284691	0.011903385	0.036845028
umuD	224.7658034	180.349576	269.1820307	1.492557048	0.577786075	0.011965644	0.037011211
t0433	109.4828509	91.07454934	127.8911525	1.404246888	0.489796606	0.011984761	0.037043806
t3607	88.93582545	71.77592171	106.0957292	1.478152097	0.563794726	0.012013052	0.03710469
selD	947.2808005	833.1973726	1061.364228	1.273844905	0.349189636	0.012116215	0.03739658
allB	340.9394954	265.0229651	416.8560256	1.572905297	0.65343181	0.012180668	0.037568661
phnU	16.26833056	10.41220506	22.12445605	2.124857887	1.087366355	0.012241069	0.037728006
yjfI	127.4873864	93.26455062	161.7102221	1.733887324	0.794010149	0.012250706	0.037730778
murA	352.4735496	297.306996	407.6401032	1.371108345	0.455342577	0.012274932	0.037778443
t1573	91.06321865	107.6052485	74.52118876	0.692542323	-0.530025855	0.012364071	0.038025683
t3933	211.1529403	182.9345257	239.371355	1.308508353	0.387923134	0.012389631	0.038077173
rfaE	524.9972739	462.4628719	587.5316759	1.270440746	0.345329089	0.012405712	0.038099477
rna	5494.232911	6302.81244	4685.653383	0.743422627	-0.427745495	0.012475352	0.038286121
fliY	1012.046917	890.9898898	1133.103945	1.27173603	0.346799246	0.012631665	0.038738302
t2640	1209.796543	1406.78914	1012.803945	0.719940122	-0.474051173	0.012665689	0.038798381
ybeF	199.5262505	228.6411477	170.4113532	0.745322331	-0.424063609	0.012669226	0.038798381
rbsR	511.0658121	581.8392986	440.2923255	0.75672497	-0.402159045	0.012715692	0.038913082
phoE	319.7058081	360.9507054	278.4609108	0.771465207	-0.374327001	0.012744336	0.038973117
feoB	664.5301162	586.8832766	742.1769558	1.264607436	0.338689608	0.012832291	0.039214318
t1933	261.2145914	305.9625333	216.4666496	0.707493977	-0.499210229	0.012907751	0.039417022
ygeD	130.0024841	112.1204107	147.8845576	1.318979807	0.399422477	0.012956338	0.039537434
pgtE	353.2608587	287.1729289	419.3487886	1.460265737	0.546230932	0.013004565	0.039656575
t0010	73.79534389	87.48211832	60.10856946	0.687095496	-0.541417469	0.01307684	0.039848833
flhE	36.86745403	27.02623394	46.70867413	1.728271658	0.789330005	0.013214841	0.040240962
yebI	421.4555694	364.9723125	477.9388263	1.309520777	0.38903895	0.013227786	0.040251995
malQ	153.7676523	130.0589829	177.4763217	1.364583343	0.448460511	0.013261988	0.04032765
fliS	430.8155541	369.8152137	491.8158945	1.329896327	0.411313784	0.01328422	0.04035529
t2581	74.48091922	60.5354729	88.42636554	1.460736347	0.546695805	0.013289769	0.04035529
t2805	4779.265985	4025.806071	5532.725898	1.374315056	0.458712774	0.013412854	0.040700424
t3972	30.55179529	16.96580847	44.13778212	2.60157258	1.379383957	0.013440365	0.040755263
ybcJ	199.7865633	241.2173941	158.3557324	0.656485545	-0.60716485	0.013478878	0.040843364
citB	114.7289984	92.92295671	136.53504	1.469335941	0.555164284	0.013496943	0.040869424
yihI	797.1345641	911.1857047	683.0834235	0.749664333	-0.415683331	0.01355114	0.04100478
purH	276.266385	239.4447621	313.0880079	1.307558391	0.386875374	0.013583453	0.041073776
znuC	768.0206818	886.1023809	649.9389826	0.733480686	-0.447169117	0.013606624	0.041115046
t4284	68.86263275	84.12249669	53.60276882	0.637198977	-0.650184145	0.013643311	0.041197076
t2176	312.1132882	352.2687962	271.9577801	0.772017797	-0.373293989	0.013682571	0.041283325
t1884	50.2088754	62.82594069	37.59181011	0.598348543	-0.740941983	0.013690996	0.041283325
t2641	2197.727816	2598.484141	1796.97149	0.691546068	-0.532102734	0.013723982	0.041353912
nifU	11100.84569	12813.29026	9388.401111	0.732708065	-0.448689599	0.013768278	0.041458456
ygaD	226.3234653	263.9630173	188.6839133	0.714811928	-0.484364386	0.013780718	0.041466995
rrmA	717.5157819	627.3849129	807.6466508	1.287322398	0.364373409	0.013899106	0.041794109
yihX	1331.578516	1182.161708	1480.995325	1.252785736	0.325139691	0.013947804	0.041882209
hyaF	18.90885127	12.50143375	25.3162688	2.025069229	1.017971229	0.013946812	0.041882209
rhaB	109.6142492	90.80864353	128.4198548	1.414180962	0.499966742	0.013971581	0.041924453
t1436	135.008585	113.7193601	156.2978099	1.374416895	0.458819676	0.013998813	0.041976998
t0405	223.8128462	259.6177735	188.0079188	0.724171987	-0.465595725	0.014063176	0.042140732
yqcC	83.50187383	98.34718789	68.65655978	0.698103944	-0.518486232	0.014211487	0.042555618
t2267	280.6164204	325.6265383	235.6063025	0.723547607	-0.466840151	0.014231015	0.04258456
yhjU	444.6748881	391.9708291	497.3789472	1.268918272	0.343599152	0.014266512	0.042661218
t1938	1849.580294	1585.406508	2113.75408	1.333256846	0.414954736	0.014375319	0.042956834
t1155	1361.784374	1550.597963	1172.970785	0.756463515	-0.402657594	0.014443079	0.043129472
talC	278.8598439	245.5290776	312.1906103	1.271501581	0.346533256	0.01450969	0.043298438
yidG	110.2030154	89.83386526	130.5721656	1.453484888	0.539516072	0.014553993	0.043400649
corE	293.139067	252.362907	333.9152271	1.32315494	0.40398201	0.014643736	0.04363813
galK	309.5557497	272.171608	346.9398913	1.274710077	0.350169154	0.014709037	0.043792044
t1916	13.61830706	8.02698512	19.20962899	2.393131257	1.258899527	0.014715668	0.043792044
fliP	197.3296888	228.1206713	166.5387063	0.730046538	-0.453939662	0.014750364	0.043865064
t1044	1553.116829	1353.081944	1753.151713	1.295672979	0.373701635	0.014800927	0.043985137
rpoC	6753.626261	5924.001904	7583.250619	1.280089159	0.356244299	0.014813017	0.043990789
fabD	919.1471296	1026.547122	811.7471373	0.790754871	-0.338697557	0.014885438	0.044175477
t0084	77.70006822	91.97339146	63.42674497	0.689620595	-0.536125234	0.014951461	0.044340941
t3276	110.4678979	91.97467577	128.96112	1.402137262	0.487627588	0.014975938	0.044383049
t2593	31.25883465	40.09312836	22.42454094	0.55931133	-0.83827654	0.015011936	0.044459218
modE	870.4751584	974.6163042	766.3340127	0.786293036	-0.346861018	0.015061382	0.044575084
glgA	746.8107159	659.091586	834.5298459	1.266181914	0.340484694	0.015097723	0.044652032
oxyR	3952.969267	3477.127855	4428.810679	1.273697967	0.34902321	0.015131915	0.044722525
t4589	248.3852935	279.1670468	217.6035402	0.779474306	-0.359426627	0.015184337	0.044846764
yeeA	2182.526707	1934.184939	2430.868475	1.256792164	0.329746091	0.015210619	0.044893679
citE	32.54156944	43.32972633	21.75341256	0.502043618	-0.994115384	0.015301096	0.045129873
fruB	83.39242891	62.10737092	104.6774869	1.685427758	0.753114791	0.015459062	0.045564663
t2444	165.8246349	144.7603388	186.8889309	1.291023028	0.368514734	0.015499342	0.045652222
aroD	430.6280865	504.0231687	357.2330043	0.708763062	-0.496624677	0.015846821	0.046643882
tdcB	217.4257108	185.1883105	249.6631111	1.348158048	0.430989637	0.016008235	0.047086894
t1707	2626.250636	2964.782927	2287.718344	0.771630976	-0.374017035	0.016022378	0.047096412
t2985	501.9023625	444.1990419	559.605683	1.259808397	0.333204333	0.016150169	0.047375292
fsr	215.7679704	185.1346009	246.4013399	1.330930786	0.412435547	0.0161448	0.047375292
t3246	31.86973871	41.2526748	22.48680262	0.545099263	-0.875409126	0.016131052	0.047375292
cI	255.194236	289.7566265	220.6318454	0.761438481	-0.393200614	0.016218582	0.047543678
dut	317.6243303	366.7983325	268.450328	0.73187445	-0.450331913	0.016396712	0.048033245
artJ	163.657844	188.6301765	138.6855114	0.735224416	-0.443743417	0.016728443	0.048971808
t1894	80.84239343	95.31007936	66.3747075	0.69640806	-0.521995194	0.016823841	0.049217713
yiaJ	1690.343679	1899.94859	1480.738769	0.779357282	-0.359643239	0.016950795	0.049522012
lysC	207.3643397	180.9452982	233.7833812	1.292011363	0.369618758	0.016948447	0.049522012
pipA	190.4957223	229.1867024	151.8047423	0.662362784	-0.59430648	0.016994223	0.049615319
yiiP	1113.369494	985.6237828	1241.115206	1.259217997	0.332528066	0.0170362	0.049704265
div	836.7452451	743.1203745	930.3701157	1.251977671	0.324208832	0.017056843	0.049730891
