"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
uhpB	99.18754022	53.05353583	145.3215446	2.739149094	1.453727795	7.22E-11	1.08E-09
pldB	437.3886368	567.0937131	307.6835604	0.542562108	-0.8821398	7.53E-11	1.12E-09
yaiE	504.7195467	653.456997	355.9820964	0.544767442	-0.876287613	7.77E-11	1.16E-09
fliD	1970.538425	1357.850121	2583.226729	1.90243878	0.927850029	8.17E-11	1.21E-09
araA	166.8817805	110.4322641	223.3312969	2.022337391	1.016023706	8.43E-11	1.25E-09
t1584	551.4405687	715.2671811	387.6139562	0.541914919	-0.883861731	8.58E-11	1.26E-09
creC	379.3210217	268.6596487	489.9823946	1.823803451	0.866950261	9.84E-11	1.44E-09
yaiI	163.9316066	223.1201024	104.7431108	0.469447216	-1.090965143	9.95E-11	1.46E-09
t3963	441.2256719	582.9835529	299.467791	0.513681371	-0.961054339	1.04E-10	1.52E-09
kefB	1409.391989	1008.491393	1810.292585	1.795050108	0.844024117	1.08E-10	1.56E-09
t1875	3976.111024	5220.680802	2731.541246	0.523215525	-0.934522746	1.13E-10	1.63E-09
ftsE	1135.814071	820.2644742	1451.363668	1.769385014	0.823248009	1.15E-10	1.65E-09
t1668	397.3295911	511.3295618	283.3296204	0.554103736	-0.851772001	1.14E-10	1.65E-09
t2381	1031.326066	1329.281348	733.3707843	0.551704713	-0.858031791	1.16E-10	1.66E-09
t1398	1427.77727	1878.709812	976.8447276	0.519955089	-0.943541079	1.17E-10	1.67E-09
t1880	486.5691716	657.0877824	316.0505607	0.480986817	-1.055930743	1.18E-10	1.68E-09
hfQ	2970.522026	3854.014757	2087.029295	0.541520837	-0.884911244	1.30E-10	1.85E-09
t1836	253.4929933	329.641188	177.3447985	0.537993445	-0.894339499	1.35E-10	1.91E-09
sefC	157.3682953	100.9295292	213.8070614	2.118379657	1.082961173	1.36E-10	1.92E-09
fadR	2253.706944	2949.152344	1558.261543	0.528376076	-0.920362949	1.42E-10	2.00E-09
t1479	253.3714493	337.0227291	169.7201696	0.503586717	-0.989687866	1.43E-10	2.01E-09
t4146	763.2525509	526.1231028	1000.381999	1.901421918	0.927078696	1.59E-10	2.21E-09
adi	651.2028512	461.5694333	840.8362691	1.821689671	0.865277214	1.59E-10	2.21E-09
xylB	286.7869348	198.9757249	374.5981448	1.882632391	0.912751322	1.63E-10	2.26E-09
aldB	2640.307531	1933.868413	3346.746649	1.730596884	0.79126971	1.69E-10	2.35E-09
yajI	156.1015699	230.2210577	81.98208211	0.356101579	-1.489639263	1.82E-10	2.51E-09
murI	913.931602	1236.109351	591.7538527	0.478722899	-1.062737277	1.83E-10	2.52E-09
t4266	228.4460025	301.9384939	154.9535111	0.513195615	-0.962419251	1.86E-10	2.55E-09
prfB	2969.368723	3848.045293	2090.692153	0.543312771	-0.880145135	2.01E-10	2.75E-09
t3733	1639.304914	2104.725432	1173.884397	0.557737546	-0.842341702	2.08E-10	2.83E-09
folE	1243.117334	1588.115421	898.1192477	0.565525173	-0.822336852	2.23E-10	3.03E-09
polB	605.2023775	431.5323709	778.8723841	1.804899091	0.851918181	2.24E-10	3.03E-09
t4330	633.9678943	325.1278169	942.8079718	2.899807162	1.535956964	2.34E-10	3.16E-09
sinR	278.4214421	188.6233141	368.2195701	1.952142405	0.965058299	2.35E-10	3.16E-09
pstC	521.3760123	372.314908	670.4371165	1.80072595	0.848578636	2.40E-10	3.22E-09
yafK	973.2634179	1247.454955	699.0718806	0.560398496	-0.835475011	2.42E-10	3.24E-09
t1652	432.5106284	558.4405821	306.5806748	0.548994261	-0.865137027	2.54E-10	3.38E-09
rnhA	284.5156046	372.892056	196.1391533	0.525994454	-0.926880508	2.55E-10	3.39E-09
trpH	896.1475871	1151.446462	640.8487126	0.556559713	-0.845391612	2.63E-10	3.48E-09
dps	2725.642755	3542.337214	1908.948296	0.538895136	-0.891923529	2.65E-10	3.50E-09
secF	956.0669083	1225.162904	686.9709129	0.560718016	-0.83465267	2.86E-10	3.76E-09
argC	335.805953	233.1023599	438.5095462	1.881188789	0.911644639	2.90E-10	3.81E-09
sodB	3139.526538	4141.531753	2137.521323	0.51611854	-0.954225638	3.02E-10	3.95E-09
ptsO	429.0316709	585.9119977	272.1513441	0.464491844	-1.106274831	3.24E-10	4.20E-09
nlpB	2765.13013	1990.059791	3540.200469	1.778941761	0.83101928	3.22E-10	4.20E-09
t4638	2713.185228	3509.62473	1916.745727	0.546139794	-0.872657813	3.23E-10	4.20E-09
rdgC	1036.25815	1328.411189	744.1051118	0.560146676	-0.836123444	3.36E-10	4.35E-09
yadF	2793.612862	3609.582304	1977.64342	0.547887055	-0.868049576	3.66E-10	4.72E-09
t4504	578.0976801	741.8102478	414.3851123	0.558613356	-0.840078026	3.79E-10	4.87E-09
holA	493.8796636	635.110745	352.6485821	0.55525526	-0.848776939	4.01E-10	5.13E-09
t4129	29.43320193	12.11104392	46.75535994	3.860555723	1.948808537	4.08E-10	5.21E-09
yhjY	308.3548046	400.3349598	216.3746495	0.540484023	-0.887676124	4.26E-10	5.43E-09
t1910	5459.873425	7172.146181	3747.600668	0.522521512	-0.936437661	4.33E-10	5.50E-09
cedA	265.6681911	362.3896421	168.9467401	0.466201901	-1.100973207	4.43E-10	5.60E-09
t3868	4145.995912	2906.628881	5385.362944	1.852786567	0.889696698	4.47E-10	5.65E-09
typA	6285.806481	4444.360699	8127.252264	1.828666217	0.870791767	4.72E-10	5.94E-09
mioC	726.9308606	921.474736	532.3869852	0.577755379	-0.791469309	4.78E-10	6.01E-09
rpmJ	282.5412117	368.0165498	197.0658737	0.53548101	-0.901092682	4.99E-10	6.24E-09
rpsT	1164.730511	1550.275404	779.1856187	0.502611095	-0.992485575	5.42E-10	6.77E-09
t4580	1498.552788	1099.232739	1897.872838	1.726543225	0.787886453	5.54E-10	6.89E-09
t2556	479.5485165	286.5664502	672.5305828	2.34685736	1.230730159	5.80E-10	7.19E-09
t3685	618.5190131	797.3739774	439.6640488	0.551390014	-0.858854955	5.88E-10	7.28E-09
t3272	149.378714	201.9796895	96.77773852	0.479145892	-1.061463095	7.13E-10	8.77E-09
acrR	1397.0118	1781.931071	1012.092529	0.567975128	-0.816100339	7.12E-10	8.77E-09
t2187	146.9550099	199.8639635	94.04605632	0.470550342	-1.087579017	7.38E-10	9.03E-09
rpsC	4511.940867	3212.521962	5811.359773	1.80897122	0.855169455	7.36E-10	9.03E-09
int	748.4569633	947.2093685	549.7045581	0.580341133	-0.785026908	7.61E-10	9.29E-09
cueR	2123.247179	2749.768008	1496.72635	0.544310046	-0.877499433	7.99E-10	9.72E-09
t1911	110.8475359	154.7655943	66.92947743	0.432457083	-1.209371129	8.04E-10	9.75E-09
t0104	108.7705433	70.64181335	146.8992732	2.079494654	1.056232976	8.32E-10	1.01E-08
dcuR	277.5650468	368.3240508	186.8060427	0.507178509	-0.979434481	8.44E-10	1.02E-08
t0457	2157.845005	1557.547874	2758.142135	1.770823344	0.824420297	8.44E-10	1.02E-08
uhpA	95.99384204	57.2407828	134.7469013	2.354036662	1.235136789	8.70E-10	1.04E-08
sulA	3411.648844	2453.679042	4369.618645	1.780843611	0.832560828	8.77E-10	1.05E-08
t1535	524.0225934	665.309971	382.7352157	0.57527353	-0.797680005	8.91E-10	1.06E-08
yjbO	839.8894363	475.1798344	1204.599038	2.535038213	1.342007494	9.15E-10	1.09E-08
thiC	352.8631141	243.1712627	462.5549656	1.902177751	0.927652067	9.21E-10	1.09E-08
hybA	193.1666503	136.0854711	250.2478296	1.838901888	0.878844509	9.33E-10	1.10E-08
t1826	337.96951	450.4739209	225.4650991	0.500506441	-0.998539458	9.53E-10	1.12E-08
dnaT	589.2346068	747.4294496	431.0397641	0.576696255	-0.794116442	9.56E-10	1.12E-08
csrA	478.5144425	620.5942063	336.4346786	0.542117015	-0.883323807	1.06E-09	1.25E-08
pykF	1640.798903	2133.049478	1148.548327	0.538453674	-0.893105868	1.27E-09	1.48E-08
t0044	330.0215914	225.8137801	434.2294028	1.922953518	0.94332389	1.27E-09	1.49E-08
atpF	1748.137649	2497.718125	998.5571737	0.399787776	-1.322693735	1.33E-09	1.54E-08
t2003	571.3025092	723.3514562	419.2535623	0.579598698	-0.78687374	1.33E-09	1.55E-08
cspE	21743.35554	29528.15238	13958.5587	0.472720356	-1.080941105	1.36E-09	1.57E-08
t1054	574.1000638	731.1494926	417.050635	0.570404055	-0.809943858	1.42E-09	1.63E-08
t0658	173.6219493	111.0936725	236.1502262	2.125685657	1.087928269	1.44E-09	1.66E-08
cII	3713.807329	1902.462604	5525.152054	2.904210596	1.538146073	1.47E-09	1.69E-08
cysA	75.80512851	46.38862056	105.2216365	2.268263966	1.181588542	1.50E-09	1.71E-08
cyaY	439.5437473	589.8908218	289.1966729	0.490254573	-1.028397008	1.53E-09	1.74E-08
t2591	123.1020359	78.59122442	167.6128474	2.132717089	1.092692601	1.56E-09	1.77E-08
rplW	2431.497111	1689.002528	3173.991695	1.879210742	0.910126865	1.57E-09	1.79E-08
spaQ	72.30276618	40.75179207	103.8537403	2.548445971	1.349617767	1.59E-09	1.80E-08
t1908	2305.179207	1450.680071	3159.678344	2.178066968	1.123048313	1.60E-09	1.81E-08
hupA	6070.226816	7930.999597	4209.454036	0.530759583	-0.913869581	1.61E-09	1.82E-08
mreC	289.8846378	201.2123713	378.5569043	1.881379867	0.911791171	1.77E-09	1.99E-08
fkpA	9827.690797	6728.904178	12926.47742	1.921037523	0.941885699	1.90E-09	2.14E-08
t0568	372.4370484	475.7723143	269.1017826	0.565610429	-0.822119374	1.95E-09	2.18E-08
t3408	174.9031319	88.93792083	260.8683429	2.933150904	1.552451297	1.99E-09	2.23E-08
gtrA	77.02489479	112.2935313	41.75625829	0.371849187	-1.427210478	2.07E-09	2.30E-08
yhjH	213.1817328	131.5901674	294.7732982	2.240086048	1.163554152	2.15E-09	2.39E-08
zur	1113.188911	1392.762672	833.61515	0.598533524	-0.74049604	2.23E-09	2.47E-08
t1552	226.7519007	304.0446114	149.45919	0.491569935	-1.024531412	2.54E-09	2.80E-08
t2656	115.4518973	74.20679181	156.6970028	2.11162616	1.078354444	2.53E-09	2.80E-08
exoX	1101.77608	1385.346066	818.2060947	0.590614948	-0.759710224	2.55E-09	2.81E-08
gcvR	1331.225006	1694.904819	967.545193	0.570855179	-0.808803303	2.76E-09	3.03E-08
rpsS	1967.06703	1433.008741	2501.125319	1.745366408	0.803529936	2.83E-09	3.09E-08
t1547	116.6501744	161.9722589	71.32808995	0.440372262	-1.183204497	2.87E-09	3.13E-08
t1904	117.6132096	74.56114002	160.6652791	2.154812535	1.107562363	2.99E-09	3.25E-08
ftsI	979.9207682	718.4150719	1241.426464	1.728007266	0.789109284	3.02E-09	3.28E-08
t1188	1239.805726	904.7192456	1574.892207	1.740752409	0.79971102	3.06E-09	3.31E-08
srlR	849.2506881	1111.920273	586.5811038	0.527538816	-0.922650845	3.20E-09	3.45E-08
atpH	1133.501348	1500.016652	766.986044	0.511318353	-0.967706285	3.23E-09	3.48E-08
ygcA	1600.102544	2036.04151	1164.163579	0.57177792	-0.806473186	3.26E-09	3.50E-08
ftsZ	2924.695151	2178.864878	3670.525425	1.684604429	0.752409865	3.30E-09	3.52E-08
t1422	424.3167888	563.4271034	285.2064743	0.506199422	-0.982222233	3.28E-09	3.52E-08
bacA	328.9427885	235.5861604	422.2994166	1.792547643	0.842011464	3.31E-09	3.52E-08
sprB	282.4784049	184.7877825	380.1690273	2.057327721	1.040771625	3.30E-09	3.52E-08
sdaC	294.6469281	201.9245441	387.3693121	1.918386464	0.939893384	3.33E-09	3.53E-08
tatB	2001.084811	2530.493297	1471.676326	0.581576852	-0.781958247	3.35E-09	3.54E-08
rplB	4165.576368	3023.253398	5307.899338	1.755691184	0.812039105	3.45E-09	3.64E-08
t4561	1082.214483	780.435326	1383.993641	1.773361091	0.826486327	3.49E-09	3.67E-08
galS	226.1032137	296.2471368	155.9592906	0.526449951	-0.925631713	3.53E-09	3.70E-08
rpsJ	2307.329589	1700.564654	2914.094524	1.713604076	0.777033817	3.67E-09	3.85E-08
apl	2228.541059	1253.790571	3203.291547	2.554885657	1.353258725	3.80E-09	3.96E-08
phoQ	3907.594892	5189.743258	2625.446526	0.505891408	-0.983100357	3.79E-09	3.96E-08
t3052	325.4866473	209.9105509	441.0627437	2.101193779	1.071209218	3.86E-09	4.02E-08
t0383	268.3125953	189.9558282	346.6693624	1.824999874	0.867896364	3.90E-09	4.05E-08
wcaH	71.10359204	43.61712853	98.59005555	2.260351813	1.176547339	3.95E-09	4.09E-08
t2545	108.6713719	65.81410027	151.5286436	2.302373549	1.203121923	4.08E-09	4.21E-08
rfc	1410.071941	1078.027442	1742.11644	1.61602235	0.692447151	4.22E-09	4.35E-08
yijO	514.0240608	289.6874425	738.3606791	2.548818384	1.349828578	4.46E-09	4.58E-08
uxaC	3059.580281	2234.420403	3884.740158	1.738589637	0.797917451	4.72E-09	4.83E-08
t1278	17598.43899	24207.57455	10989.30343	0.453961358	-1.139358595	4.72E-09	4.83E-08
t2635	419.8384508	532.6299952	307.0469064	0.576473179	-0.794674609	5.24E-09	5.34E-08
deoA	369.0838822	273.1171596	465.0506048	1.702751323	0.767867753	5.29E-09	5.38E-08
t1323	152.1637005	202.6463238	101.6810771	0.501766206	-0.994912786	5.34E-09	5.42E-08
rplC	4585.771502	3330.077336	5841.465669	1.754153156	0.810774716	5.36E-09	5.43E-08
purL	517.2082516	382.8042203	651.612283	1.702207678	0.767407064	5.76E-09	5.82E-08
t4166	2366.714432	1718.101144	3015.32772	1.755035046	0.81149984	6.72E-09	6.78E-08
yiaL	365.735195	470.1767366	261.2936534	0.555734967	-0.847531076	7.31E-09	7.35E-08
t1164	480.0039829	600.704807	359.3031588	0.598135981	-0.74145459	7.46E-09	7.49E-08
t3521	189.8500827	125.2948528	254.4053126	2.030453023	1.021801649	7.57E-09	7.59E-08
gabD	289.210671	203.856056	374.565286	1.837400827	0.877666383	7.70E-09	7.69E-08
rplO	3547.974945	2596.164365	4499.785524	1.733243698	0.793474515	8.61E-09	8.58E-08
sefB	72.08077103	44.30067618	99.86086588	2.254161211	1.172590697	8.71E-09	8.66E-08
menC	445.1799656	334.2849274	556.0750038	1.663476149	0.734201181	8.74E-09	8.67E-08
t4168	194.8320449	124.6282184	265.0358714	2.126612053	1.088556874	8.91E-09	8.82E-08
t2658	588.8866168	739.9986122	437.7746213	0.591588436	-0.757334244	9.03E-09	8.88E-08
hemE	1206.119857	904.1992898	1508.040425	1.667818635	0.737962413	9.00E-09	8.88E-08
t1687	214.1434991	279.7063392	148.580659	0.531202329	-0.912666622	9.02E-09	8.88E-08
phoR	736.3595506	548.0335143	924.685587	1.687279268	0.75469878	9.26E-09	9.09E-08
ecnR	287.5391094	367.706944	207.3712748	0.563958006	-0.826340357	9.55E-09	9.35E-08
yadR	6003.093708	7736.631992	4269.555424	0.551862287	-0.857619797	9.83E-09	9.60E-08
cadA	521.6060473	657.7353437	385.4767509	0.586066652	-0.770863346	9.86E-09	9.61E-08
ybdF	717.8064135	904.7448675	530.8679595	0.586759846	-0.769157948	9.91E-09	9.63E-08
cpxA	1413.545862	1074.510593	1752.58113	1.631050583	0.705801524	1.01E-08	9.79E-08
leuO	229.2575433	157.5459402	300.9691464	1.910357994	0.933843019	1.02E-08	9.92E-08
fruA	148.5968087	105.8333315	191.360286	1.808128718	0.854497385	1.05E-08	1.02E-07
t2974	802.7243508	607.3369396	998.111762	1.643423439	0.716704248	1.07E-08	1.03E-07
rci	325.0693266	420.8641333	229.2745198	0.544770869	-0.876278535	1.08E-08	1.04E-07
yibL	384.5355583	491.409027	277.6620895	0.565032538	-0.823594147	1.12E-08	1.08E-07
cadB	494.4492394	358.0730862	630.8253925	1.761722444	0.816986648	1.17E-08	1.12E-07
slyA	346.6931983	491.8362131	201.5501835	0.409791264	-1.287038866	1.18E-08	1.13E-07
rpsP	1616.965046	2012.659714	1221.270378	0.606794268	-0.720720638	1.19E-08	1.14E-07
yfhJ	733.1790773	936.5930909	529.7650637	0.565629908	-0.82206969	1.25E-08	1.19E-07
t1134	136.0618978	92.60033184	179.5234638	1.938691366	0.955083149	1.25E-08	1.19E-07
int	837.64564	619.3628399	1055.92844	1.704862436	0.769655334	1.25E-08	1.19E-07
ybaD	1133.610451	1420.600443	846.6204582	0.59595959	-0.746713584	1.33E-08	1.26E-07
grxA	1004.427513	1319.09554	689.7594871	0.522903358	-0.93538376	1.35E-08	1.27E-07
t4593	234.6973492	301.2049533	168.1897452	0.558389706	-0.84065575	1.39E-08	1.31E-07
t0620	97.65108741	60.63434279	134.667832	2.220982793	1.151198216	1.40E-08	1.31E-07
t3604	184.8032797	124.8270895	244.7794699	1.960948308	0.971551505	1.45E-08	1.36E-07
t2913	1980.633757	2605.423175	1355.844339	0.520393137	-0.942326159	1.46E-08	1.37E-07
t0411	354.5081528	246.9051553	462.1111504	1.871614021	0.904282941	1.47E-08	1.37E-07
nlpD	126223.9237	176613.3473	75834.50017	0.429381478	-1.219668134	1.50E-08	1.39E-07
slyX	322.2377898	405.735126	238.7404536	0.588414555	-0.765095162	1.53E-08	1.42E-07
nuoA	3261.917755	4373.128225	2150.707286	0.491800646	-1.023854465	1.53E-08	1.42E-07
yebA	1984.637182	2611.131275	1358.143088	0.52013589	-0.943039507	1.55E-08	1.43E-07
torA	180.7095758	125.6472983	235.7718533	1.876457803	0.908011848	1.55E-08	1.43E-07
fnr	9429.637312	12275.00034	6584.274285	0.536397076	-0.898626723	1.59E-08	1.46E-07
t0046	594.0807777	753.9298898	434.2316656	0.575957621	-0.795965433	1.74E-08	1.60E-07
aroA	544.626618	712.5914775	376.6617585	0.528580218	-0.919805661	1.80E-08	1.65E-07
rcsF	678.6766126	848.5596805	508.7935446	0.599596653	-0.737935764	1.86E-08	1.70E-07
miaA	4731.057822	6065.262878	3396.852766	0.560050378	-0.836371488	1.87E-08	1.70E-07
t3218	1930.264142	1426.132681	2434.395602	1.706990966	0.771455423	1.90E-08	1.73E-07
tdcB	265.9222468	185.1883105	346.6561832	1.871911798	0.904512459	2.02E-08	1.84E-07
tviA	44146.5583	63809.34849	24483.76811	0.383701898	-1.381942194	2.04E-08	1.85E-07
ftsX	1890.938432	1406.828933	2375.04793	1.688227954	0.755509718	2.05E-08	1.85E-07
t0283	239.1237302	168.8319749	309.4154854	1.832682971	0.873957241	2.05E-08	1.85E-07
atpC	692.7155153	931.8863777	453.5446529	0.486695228	-1.038909466	2.06E-08	1.86E-07
yacE	472.1078135	616.6666579	327.548969	0.531160498	-0.912780237	2.08E-08	1.87E-07
umuC	412.1936773	301.221562	523.1657926	1.736813889	0.796443168	2.09E-08	1.88E-07
t2953	500.3480405	632.5481337	368.1479474	0.5820078	-0.780889608	2.11E-08	1.89E-07
t3881	40.27019506	20.93361873	59.60677138	2.847418411	1.509654504	2.21E-08	1.98E-07
t2862	142.1520299	93.58480743	190.7192524	2.037929634	1.027104239	2.27E-08	2.02E-07
yjfK	186.6755745	130.4971904	242.8539586	1.86098994	0.896070257	2.26E-08	2.02E-07
cyoE	2526.412974	1941.798639	3111.02731	1.60213693	0.679997456	2.37E-08	2.10E-07
nagA	811.9591942	1025.519308	598.3990807	0.583508352	-0.77717479	2.36E-08	2.10E-07
t3407	198.4171003	114.3384829	282.4957177	2.470696746	1.304917945	2.40E-08	2.12E-07
spaP	182.9584349	96.72882076	269.1880491	2.782914616	1.476596645	2.44E-08	2.15E-07
glpE	357.0429423	450.8025739	263.2833106	0.584032403	-0.775879681	2.46E-08	2.16E-07
ycaJ	1004.815759	1273.257033	736.374486	0.578339225	-0.79001214	2.51E-08	2.21E-07
t1512	1474.875503	1909.445144	1040.305862	0.544821026	-0.876145713	2.63E-08	2.31E-07
t3276	134.8484759	91.97467577	177.722276	1.93229576	0.950315932	2.72E-08	2.38E-07
t3514	105.0452513	59.50204836	150.5884543	2.530811265	1.339599923	2.73E-08	2.38E-07
stgB	69.74724837	43.02935252	96.46514422	2.241845126	1.164686615	2.76E-08	2.41E-07
sseD	3691.266774	4804.954093	2577.579454	0.536442056	-0.898505748	2.78E-08	2.42E-07
t0634	128.5531709	171.1225958	85.98374604	0.502468687	-0.992894402	2.81E-08	2.44E-07
sipC	484.8481846	353.8896447	615.8067245	1.740109477	0.799178074	3.11E-08	2.70E-07
t2832	335.6653886	420.7524847	250.5782926	0.595547981	-0.74771035	3.27E-08	2.83E-07
metH	809.4328502	611.8464746	1007.019226	1.645869131	0.718849627	3.33E-08	2.87E-07
yafJ	1365.862397	1713.706698	1018.018096	0.594044533	-0.751357006	3.36E-08	2.89E-07
hepA	429.3915388	319.4477768	539.3353008	1.688336373	0.755602366	3.37E-08	2.90E-07
t1685	267.7672281	340.422334	195.1121221	0.573147243	-0.803022277	3.45E-08	2.96E-07
nlpC	1005.698708	1249.761831	761.6355841	0.609424584	-0.714480396	3.49E-08	2.99E-07
minC	2028.532494	2524.88164	1532.183348	0.606833732	-0.720626813	3.52E-08	3.01E-07
dapF	1447.729368	1818.505577	1076.953158	0.592218782	-0.755797848	3.55E-08	3.03E-07
crp	10619.99162	13884.52682	7355.456417	0.529759243	-0.916591241	3.57E-08	3.04E-07
t1329	153.2826991	208.5484565	98.01694178	0.469996007	-1.089279596	3.73E-08	3.17E-07
iadA	477.4671064	348.3521912	606.5820216	1.741289525	0.800156101	3.80E-08	3.22E-07
ypeB	522.1987361	395.4571252	648.9403469	1.640987873	0.714564577	4.17E-08	3.53E-07
t0731	69.66732733	41.69006336	97.6445913	2.342155023	1.227836568	4.34E-08	3.67E-07
rhlB	1784.72353	2270.88181	1298.56525	0.57183304	-0.806334114	4.40E-08	3.71E-07
msyB	264.6879828	338.0414324	191.3345332	0.566009119	-0.821102799	4.44E-08	3.74E-07
gabT	404.3987387	312.0371285	496.7603488	1.591991156	0.670832321	4.55E-08	3.82E-07
t3144	368.6592372	272.5955351	464.7229393	1.704807597	0.769608928	4.71E-08	3.95E-07
fepG	84.68458953	55.59253078	113.7766483	2.046617534	1.033241521	4.92E-08	4.11E-07
t4002	330.4394128	236.4124785	424.4663471	1.79544815	0.844343991	5.24E-08	4.38E-07
t3240	1454.725858	1811.349588	1098.102129	0.606234234	-0.722052772	5.26E-08	4.39E-07
yhjO	555.6690679	422.9545101	688.3836257	1.627559488	0.702710275	5.28E-08	4.39E-07
ruvB	770.8911426	593.545455	948.2368302	1.597580813	0.675888911	5.40E-08	4.48E-07
t3611	96.90723208	62.80754255	131.0069216	2.085846959	1.060633309	5.59E-08	4.64E-07
yehS	687.2232075	959.0085854	415.4378296	0.43319511	-1.206911138	5.79E-08	4.79E-07
t1556	677.3805115	836.1644537	518.5965694	0.62020882	-0.689174051	6.06E-08	5.00E-07
t0361	704.2707881	868.5175	540.0240762	0.621776851	-0.685531189	6.11E-08	5.03E-07
yjgF	3508.875402	4581.592867	2436.157938	0.531727285	-0.911241595	6.35E-08	5.22E-07
trmU	585.677084	727.1087801	444.2453878	0.610975139	-0.710814418	6.37E-08	5.23E-07
ybbF	560.6993309	724.8069924	396.5916694	0.547168658	-0.8699425	6.99E-08	5.73E-07
pssA	1488.997464	1919.088033	1058.906896	0.551776092	-0.857845146	7.09E-08	5.79E-07
t1516	1236.738539	1587.736287	885.7407915	0.557863922	-0.842014843	7.19E-08	5.87E-07
ygaA	280.8192391	213.2517331	348.386745	1.633687755	0.708132269	7.25E-08	5.90E-07
rplF	4877.223901	3627.924642	6126.523159	1.688712904	0.755924078	7.28E-08	5.91E-07
t1040	12431.68548	16487.61125	8375.75972	0.508003227	-0.977090433	7.28E-08	5.91E-07
atpI	856.278134	1056.019462	656.5368065	0.621709003	-0.685688624	7.64E-08	6.19E-07
